HEDBERG_JOHAN,	27,	1586,	2.84,	2.19,	56.4,	91.87,	2.62,	2.57,	-1;
HILLER_JONAS,	73,	4247,	2.35,	2.56,	47.8,	91.02,	2.59,	2.44,	-1;
HOLTBY_BRADEN,	7,	360,	3.16,	2.50,	55.9,	92.19,	2.70,	2.39,	-1;
HOWARD_JIMMY,	57,	3360,	3.02,	2.09,	59.1,	92.16,	2.62,	2.43,	-1;
IRVING_LELAND,	7,	394,	1.82,	3.19,	36.4,	91.21,	2.73,	2.49,	-1;
JOHNSON_BRENT,	16,	811,	2.88,	3.11,	48.1,	88.30,	2.64,	2.73,	-1;
KARLSSON_HENRIK,	9,	454,	1.98,	3.17,	38.5,	89.96,	2.59,	2.39,	-1;
KHABIBULIN_NIKOLAI,	40,	2255,	2.31,	2.66,	46.5,	91.00,	2.55,	2.45,	-1;
KIPRUSOFF_MIIKKA,	70,	4128,	2.46,	2.34,	51.2,	92.11,	2.59,	2.50,	-1;
LABARBERA_JASON,	19,	994,	2.11,	2.59,	44.9,	90.97,	2.61,	2.45,	-1;
LEHNER_ROBIN,	5,	299,	2.41,	2.01,	54.5,	93.46,	2.69,	2.70,	-1;
LEHTONEN_KARI,	59,	3476,	2.36,	2.33,	50.4,	92.17,	2.56,	2.49,	-1;
LINDBACK_ANDERS,	16,	792,	2.27,	2.42,	48.4,	91.21,	2.55,	2.52,	-1;
LUNDQVIST_HENRIK,	62,	3748,	2.62,	1.97,	57.1,	92.97,	2.77,	2.62,	1;
LUONGO_ROBERTO,	55,	3162,	2.81,	2.39,	54.0,	92.01,	2.57,	2.47,	-1;
MACDONALD_JOEY,	14,	805,	2.53,	2.16,	54.0,	91.21,	2.70,	2.49,	-1;
MARKSTROM_JACOB,	7,	383,	1.72,	2.66,	39.3,	92.34,	2.70,	2.74,	-1;
MASON_CHRIS,	20,	974,	2.34,	2.52,	48.1,	90.10,	2.55,	2.55,	-1;
MASON_STEVE,	46,	2533,	2.42,	3.39,	41.6,	89.45,	2.59,	2.51,	-1;
MILLER_RYAN,	61,	3526,	2.59,	2.54,	50.5,	91.64,	2.69,	2.62,	-1;
MONTOYA_AL,	31,	1719,	2.27,	3.10,	42.2,	89.30,	2.70,	2.66,	-1;
NABOKOV_EVGENI,	42,	2377,	2.35,	2.55,	47.9,	91.37,	2.75,	2.53,	-1;
NEUVIRTH_MICHAL,	38,	1995,	2.35,	2.80,	45.6,	90.35,	2.65,	2.63,	-1;
NIEMI_ANTTI,	68,	3915,	2.51,	2.42,	50.9,	91.45,	2.62,	2.46,	-1;
NILSSON_ANDERS,	4,	217,	0.55,	2.75,	16.7,	91.07,	3.01,	2.43,	-1;
PAVELEC_ONDREJ,	68,	3932,	2.65,	2.90,	47.8,	90.66,	2.70,	2.63,	-1;
PETERS_JUSTIN,	7,	387,	2.48,	2.48,	50.0,	93.13,	2.68,	2.48,	-1;
POULIN_KEVIN,	6,	296,	2.63,	3.04,	46.4,	90.74,	2.60,	2.57,	-1;
PRICE_CAREY,	65,	3934,	2.49,	2.44,	50.5,	91.61,	2.77,	2.61,	-1;
QUICK_JONATHAN,	69,	4099,	2.24,	1.95,	53.5,	92.86,	2.64,	2.50,	-1;
RASK_TUUKKA,	23,	1289,	2.84,	2.05,	58.1,	92.90,	2.53,	2.60,	-1;
RAYCROFT_ANDREW,	10,	529,	2.04,	3.51,	36.7,	89.77,	2.60,	2.46,	-1;
REIMER_JAMES,	34,	1879,	2.68,	3.10,	46.4,	90.04,	2.66,	2.60,	-1;
RINNE_PEKKA,	73,	4168,	2.82,	2.39,	54.1,	92.29,	2.61,	2.47,	-1;
ROLOSON_DWAYNE,	40,	2093,	2.78,	3.67,	43.1,	88.63,	2.73,	2.58,	-1;
SANFORD_CURTIS,	36,	1982,	2.21,	2.60,	45.9,	91.14,	2.62,	2.42,	-1;
SCHNEIDER_CORY,	33,	1832,	2.95,	1.96,	60.0,	93.64,	2.60,	2.56,	-1;
SCRIVENS_BEN,	12,	671,	2.32,	3.13,	42.6,	90.25,	2.65,	2.55,	-1;
SMITH_MIKE,	67,	3903,	2.58,	2.21,	53.8,	93.03,	2.61,	2.48,	-1;
THEODORE_JOSE,	53,	3049,	2.34,	2.44,	49.0,	91.74,	2.69,	2.67,	-1;
THIESSEN_BRAD,	5,	257,	4.19,	3.73,	52.9,	85.84,	2.74,	2.82,	-1;
THOMAS_TIM,	59,	3351,	3.15,	2.36,	57.1,	92.04,	2.71,	2.56,	-1;
TOKARSKI_DUSTIN,	5,	243,	2.71,	3.45,	44.0,	87.93,	2.66,	2.63,	-1;
TURCO_MARTY,	5,	260,	3.45,	3.68,	48.4,	85.45,	2.79,	2.76,	-1;
VARLAMOV_SEMYON,	53,	3151,	2.40,	2.57,	48.3,	91.36,	2.60,	2.49,	-1;
VOKOUN_TOMAS,	48,	2583,	2.62,	2.48,	51.4,	91.75,	2.71,	2.67,	-1;
WARD_CAM,	68,	3985,	2.56,	2.73,	48.4,	91.54,	2.69,	2.63,	-1;
YORK_ALLEN,	11,	416,	2.74,	2.30,	54.3,	91.96,	2.75,	2.45,	-1;
