ALBERTS_ANDREW,	44,	629:03,	2,	1,	0,	19,	30,	61,	9.1,	4.5,	2.10,	2.29,	9.24,	92.81,	2.70,	2.28,	54.1,	2.41,	2.48,	23.0,	37.4,	39.6,	-1;
ALLEN_BRYAN,	82,	1571:09,	1,	13,	6,	87,	135,	210,	1.8,	22.8,	2.18,	3.21,	8.74,	90.64,	2.48,	2.56,	49.2,	2.79,	2.60,	21.1,	44.3,	34.6,	-1;
ALZNER_KARL,	82,	1711:41,	1,	16,	6,	56,	89,	146,	1.6,	25.4,	2.21,	2.80,	9.38,	91.21,	2.75,	2.82,	49.3,	2.89,	2.63,	21.4,	43.2,	35.4,	-1;
AUCOIN_ADRIAN,	64,	1295:54,	2,	6,	0,	92,	141,	201,	4.2,	12.5,	2.22,	2.31,	8.44,	92.78,	2.67,	2.29,	53.9,	2.63,	2.50,	27.8,	36.5,	35.7,	-1;
AULIE_KEITH,	36,	483:37,	0,	3,	0,	18,	28,	39,	0.0,	18.8,	1.99,	3.23,	8.47,	90.61,	2.72,	2.95,	48.0,	2.70,	2.59,	22.3,	34.3,	43.4,	-1;
BABCHUK_ANTON,	32,	463:39,	2,	8,	5,	48,	74,	124,	8.7,	34.8,	2.98,	1.68,	9.66,	93.37,	2.22,	2.52,	46.9,	2.33,	2.50,	41.7,	26.9,	31.4,	-1;
BALLARD_KEITH,	47,	731:06,	1,	6,	0,	41,	70,	105,	4.8,	28.6,	1.72,	2.30,	6.31,	92.88,	2.81,	2.32,	54.8,	2.47,	2.51,	27.2,	32.9,	39.9,	-1;
BARKER_CAM,	25,	459:01,	2,	0,	0,	35,	48,	80,	9.5,	0.0,	2.75,	2.09,	10.10,	93.33,	2.53,	2.70,	48.3,	2.55,	2.48,	34.2,	30.4,	35.4,	-1;
BARRIE_TYSON,	10,	176:28,	0,	0,	0,	15,	21,	32,	0.0,	0.0,	2.38,	2.38,	5.60,	91.36,	2.58,	2.59,	49.8,	2.45,	2.44,	51.4,	16.0,	32.6,	-1;
BEAUCHEMIN_FRANCOIS,	82,	2095:23,	8,	14,	7,	139,	198,	285,	10.7,	18.7,	2.15,	3.12,	8.31,	89.41,	2.93,	2.46,	54.4,	2.69,	2.44,	25.6,	39.4,	35.1,	-1;
BERGERON_MARC-ANDRE,	43,	832:13,	4,	20,	8,	80,	123,	198,	8.2,	40.8,	3.53,	2.52,	10.94,	90.22,	2.86,	3.27,	46.7,	2.52,	2.57,	51.0,	18.4,	30.6,	-1;
BICKEL_STU,	51,	532:25,	0,	9,	6,	22,	41,	55,	0.0,	42.9,	2.37,	2.25,	8.61,	90.52,	2.57,	2.11,	54.9,	2.53,	2.57,	30.2,	28.5,	41.4,	-1;
