RAMO_KARRI,	34,	1731:47,	2.53,	2.60,	49.3,	91.20,	2.64,	2.61,	-1;
RASK_TUUKKA,	70,	4063:01,	2.45,	2.30,	51.5,	92.24,	2.71,	2.54,	-1;
REIMER_JAMES,	35,	1766:53,	2.27,	3.16,	41.9,	90.71,	2.62,	2.51,	-1;
RINNE_PEKKA,	64,	3850:47,	2.82,	2.17,	56.6,	92.30,	2.71,	2.58,	1;
SCHNEIDER_CORY,	69,	3923:56,	2.02,	2.25,	47.3,	92.57,	2.67,	2.60,	-1;
SCRIVENS_BEN,	57,	3226:26,	2.29,	3.12,	42.3,	89.08,	2.67,	2.53,	-1;
SMITH_MIKE,	62,	3555:30,	1.81,	3.16,	36.4,	90.43,	2.67,	2.58,	-1;
STALOCK_ALEX,	22,	1231:30,	2.19,	2.63,	45.5,	90.24,	2.62,	2.61,	-1;
SVEDBERG_NIKLAS,	18,	895:12,	2.41,	2.28,	51.4,	91.96,	2.50,	2.64,	-1;
TALBOT_CAM,	36,	2094:57,	2.83,	2.21,	56.2,	92.57,	2.66,	2.54,	-1;
TOKARSKI_DUSTIN,	17,	999:58,	2.04,	2.76,	42.5,	90.93,	2.51,	2.64,	-1;
VARLAMOV_SEMYON,	57,	3286:50,	2.46,	2.56,	49.1,	92.12,	2.75,	2.56,	-1;
VASILEVSKIY_ANDREI,	16,	864:07,	2.92,	2.36,	55.3,	91.81,	2.59,	2.64,	-1;
WARD_CAM,	51,	3005:43,	2.46,	2.40,	50.6,	91.03,	2.62,	2.57,	-1;
ZEPP_ROB,	10,	519:01,	2.54,	2.89,	46.8,	88.79,	2.67,	2.52,	-1;
