ABDELKADER_JUSTIN,	70,	1069:52,	10,	18,	12,	146,	197,	222,	22.2,	40.0,	2.52,	2.24,	8.79,	92.03,	2.81,	2.65,	51.5,	2.63,	2.58,	33.7,	27.7,	38.6,	-1;
ACTON_WILL,	30,	244:08,	3,	2,	1,	18,	26,	37,	60.0,	40.0,	1.23,	3.93,	8.62,	89.94,	1.90,	2.95,	39.1,	2.56,	2.54,	18.5,	48.2,	33.3,	-1;
ADAM_LUKE,	12,	154:00,	1,	0,	0,	16,	23,	35,	25.0,	0.0,	1.56,	1.17,	7.27,	95.24,	1.79,	2.79,	39.0,	2.61,	2.66,	37.1,	27.3,	35.7,	-1;
ADAMS_CRAIG,	82,	1021:47,	5,	6,	5,	73,	100,	125,	26.3,	31.6,	1.12,	3.46,	6.11,	90.23,	2.54,	2.26,	52.8,	2.68,	2.54,	16.6,	53.1,	30.3,	-1;
AGOSTINO_KENNY,	8,	88:44,	1,	1,	1,	12,	18,	20,	50.0,	50.0,	1.35,	2.71,	4.76,	92.16,	2.18,	2.91,	42.8,	2.37,	2.42,	31.3,	22.9,	45.8,	-1;
ALFREDSSON_DANIEL,	68,	1151:04,	18,	31,	16,	151,	202,	271,	26.1,	44.9,	3.60,	1.82,	10.62,	92.05,	2.49,	2.83,	46.8,	2.59,	2.60,	45.0,	22.4,	32.7,	-1;
ANDERSSON_JOAKIM,	65,	898:48,	8,	9,	5,	78,	102,	119,	33.3,	37.5,	1.60,	3.40,	6.74,	89.48,	2.49,	2.50,	49.9,	2.61,	2.59,	25.4,	45.5,	29.1,	-1;
ANISIMOV_ARTEM,	81,	1344:18,	22,	17,	9,	162,	235,	309,	36.1,	27.9,	2.72,	3.17,	9.28,	89.80,	2.77,	2.33,	54.3,	2.66,	2.57,	32.7,	38.4,	28.9,	-1;
ARCHIBALD_DARREN,	16,	124:45,	1,	2,	1,	11,	15,	20,	16.7,	33.3,	2.89,	2.40,	12.50,	90.00,	2.13,	2.50,	46.0,	2.50,	2.41,	27.0,	38.7,	34.2,	-1;
ARCOBELLO_MARK,	41,	618:01,	4,	14,	7,	70,	99,	127,	18.2,	63.6,	2.14,	3.20,	8.06,	90.46,	2.40,	3.22,	42.7,	2.68,	2.53,	29.8,	36.9,	33.3,	-1;
ASHTON_CARTER,	32,	200:45,	0,	3,	2,	23,	30,	38,	0.0,	60.0,	1.49,	1.20,	6.58,	96.46,	2.11,	3.01,	41.2,	2.33,	2.59,	34.9,	34.5,	30.6,	-1;
ATKINSON_CAM,	79,	1247:22,	21,	18,	13,	216,	284,	354,	34.4,	29.5,	2.93,	2.26,	8.52,	91.34,	2.65,	2.77,	48.9,	2.62,	2.57,	38.3,	26.1,	35.6,	-1;
BACKES_DAVID,	74,	1446:33,	27,	30,	16,	166,	233,	276,	32.1,	35.7,	3.48,	2.28,	11.07,	90.35,	2.99,	2.21,	57.5,	2.75,	2.59,	33.9,	36.2,	29.9,	-1;
BACKLUND_MIKAEL,	76,	1408:41,	18,	22,	9,	178,	244,	318,	27.7,	33.8,	2.77,	2.47,	9.57,	90.28,	2.38,	2.94,	44.7,	2.74,	2.52,	34.1,	35.1,	30.8,	-1;
BACKSTROM_NICKLAS,	82,	1623:44,	18,	61,	25,	196,	270,	336,	17.1,	58.1,	3.88,	2.96,	10.55,	90.27,	2.33,	2.62,	47.1,	2.65,	2.58,	45.6,	26.9,	27.5,	-1;
BAERTSCHI_SVEN,	26,	366:54,	2,	9,	4,	30,	40,	56,	12.5,	56.2,	2.62,	2.62,	10.53,	90.30,	2.51,	2.89,	46.6,	2.65,	2.55,	41.6,	22.3,	36.1,	-1;
BAILEY_JOSH,	77,	1219:47,	8,	30,	21,	98,	134,	197,	14.3,	53.6,	2.75,	2.75,	8.82,	89.08,	2.56,	3.33,	43.5,	2.66,	2.55,	32.7,	33.2,	34.2,	-1;
BARCH_KRYS,	55,	328:45,	0,	4,	2,	19,	25,	31,	0.0,	80.0,	0.91,	2.74,	4.31,	91.07,	2.52,	3.09,	44.9,	2.37,	2.55,	29.1,	35.1,	35.8,	-1;
BARKOV_ALEKSANDER,	54,	921:59,	8,	16,	12,	87,	103,	134,	19.0,	38.1,	2.73,	2.34,	8.27,	90.95,	2.34,	3.32,	41.3,	2.65,	2.57,	40.5,	25.5,	34.0,	-1;
BEAGLE_JAY,	62,	697:11,	4,	5,	2,	60,	90,	105,	36.4,	45.5,	0.95,	2.24,	4.31,	92.80,	2.60,	2.73,	48.9,	2.60,	2.50,	29.0,	34.5,	36.5,	-1;
BECK_TAYLOR,	7,	89:53,	0,	0,	0,	9,	13,	15,	0.0,	0.0,	0.00,	1.33,	0.00,	92.00,	2.68,	2.65,	50.2,	2.40,	2.58,	45.6,	19.0,	35.4,	-1;
BELESKEY_MATT,	55,	683:55,	9,	15,	9,	112,	160,	208,	23.1,	38.5,	3.42,	1.93,	10.60,	93.10,	3.14,	2.42,	56.5,	2.55,	2.52,	37.8,	28.4,	33.8,	-1;
BENN_JAMIE,	81,	1551:20,	34,	45,	23,	279,	407,	515,	29.8,	39.5,	4.41,	2.40,	11.17,	91.16,	1.86,	2.83,	39.6,	2.69,	2.54,	44.9,	23.0,	32.1,	-1;
BENNETT_BEAU,	21,	290:44,	3,	4,	2,	27,	39,	52,	25.0,	33.3,	2.48,	2.48,	7.84,	89.66,	3.20,	2.41,	57.0,	2.61,	2.62,	36.5,	24.5,	39.0,	-1;
BERGENHEIM_SEAN,	62,	1022:15,	16,	13,	10,	189,	264,	309,	38.1,	31.0,	2.46,	3.23,	6.81,	88.40,	2.60,	2.93,	47.0,	2.62,	2.60,	36.8,	26.1,	37.1,	-1;
BERGERON_PATRICE,	80,	1439:18,	30,	32,	19,	243,	336,	430,	31.9,	34.0,	3.92,	2.08,	10.96,	91.91,	2.62,	2.16,	54.8,	2.72,	2.60,	29.7,	39.3,	31.1,	-1;
BERGLUND_PATRIK,	78,	1261:25,	13,	18,	5,	143,	185,	244,	24.5,	34.0,	2.52,	2.09,	8.97,	92.24,	2.96,	2.28,	56.5,	2.69,	2.56,	37.0,	29.1,	33.9,	-1;
BERNIER_STEVE,	78,	970:53,	3,	9,	4,	104,	139,	161,	12.0,	36.0,	1.54,	2.16,	5.71,	90.06,	2.36,	2.43,	49.3,	2.56,	2.56,	32.4,	25.9,	41.7,	-1;
BERTUZZI_TODD,	59,	864:32,	10,	7,	4,	101,	133,	154,	22.7,	15.9,	3.05,	2.92,	9.65,	88.56,	2.80,	2.52,	52.6,	2.60,	2.59,	45.3,	23.7,	31.0,	-1;
BICKELL_BRYAN,	59,	669:39,	11,	4,	4,	93,	129,	179,	42.3,	15.4,	2.33,	2.69,	6.77,	89.17,	3.39,	2.44,	58.2,	2.51,	2.56,	45.3,	18.0,	36.7,	-1;
BISSONNETTE_PAUL,	39,	185:08,	2,	6,	3,	25,	33,	38,	20.0,	60.0,	3.24,	1.30,	9.80,	94.59,	2.12,	2.88,	42.4,	2.22,	2.54,	34.0,	25.5,	40.5,	-1;
BJUGSTAD_NICK,	76,	1231:59,	16,	22,	14,	185,	243,	301,	30.2,	41.5,	2.58,	3.26,	7.82,	89.11,	2.31,	2.95,	43.9,	2.65,	2.57,	38.0,	27.2,	34.8,	-1;
BODIE_TROY,	47,	405:45,	3,	7,	3,	50,	70,	83,	20.0,	46.7,	2.22,	1.33,	7.98,	95.93,	2.36,	3.13,	43.0,	2.57,	2.56,	27.8,	35.6,	36.6,	-1;
