ALBERTS_ANDREW,	76,	1168:33,	3,	9,	5,	50,	79,	133,	5.8,	17.3,	2.67,	3.08,	10.16,	89.98,	2.78,	2.91,	48.8,	2.66,	2.62,	25.1,	36.1,	38.8,	-1;
ALLEN_BRYAN,	74,	1417:54,	4,	9,	6,	78,	112,	165,	8.5,	19.1,	1.99,	3.09,	7.59,	91.82,	2.53,	2.55,	49.8,	2.79,	2.64,	21.7,	42.8,	35.5,	-1;
ALZNER_KARL,	21,	344:25,	0,	5,	3,	16,	25,	38,	0.0,	33.3,	2.61,	3.31,	9.80,	89.67,	3.71,	2.51,	59.6,	2.67,	2.64,	24.8,	37.8,	37.5,	-1;
ARSENE_DEAN,	13,	168:19,	0,	0,	0,	4,	4,	11,	0.0,	0.0,	1.07,	2.85,	5.26,	92.79,	2.58,	3.25,	44.2,	2.71,	2.57,	27.6,	34.2,	38.2,	-1;
AUCOIN_ADRIAN,	81,	1828:24,	8,	20,	5,	142,	220,	312,	11.1,	27.8,	2.36,	2.30,	8.02,	91.58,	2.59,	2.33,	52.6,	2.78,	2.65,	35.4,	33.2,	31.4,	-1;
BALLARD_KEITH,	82,	1837:24,	8,	20,	10,	90,	134,	189,	10.8,	27.0,	2.42,	3.20,	9.64,	90.92,	2.44,	2.53,	49.1,	2.90,	2.64,	26.8,	40.8,	32.3,	-1;
BARKER_CAM,	70,	1086:29,	5,	16,	7,	105,	144,	220,	8.3,	26.7,	3.31,	2.32,	10.05,	91.04,	2.83,	2.62,	51.9,	2.60,	2.63,	40.0,	24.8,	35.2,	-1;
BARTULIS_OSKARS,	53,	741:06,	1,	8,	4,	26,	47,	77,	3.3,	26.7,	2.43,	3.24,	8.70,	90.36,	2.58,	2.56,	50.2,	2.58,	2.65,	27.1,	33.6,	39.3,	-1;
BAUMGARTNER_NOLAN,	12,	170:29,	1,	1,	0,	12,	16,	17,	9.1,	9.1,	3.87,	1.41,	12.94,	96.23,	3.29,	2.52,	56.7,	2.65,	2.58,	29.5,	34.9,	35.6,	-1;
BEAUCHEMIN_FRANCOIS,	82,	2088:07,	5,	21,	6,	170,	254,	377,	6.4,	26.9,	2.24,	3.30,	6.91,	89.00,	2.84,	2.82,	50.2,	2.82,	2.63,	33.1,	32.4,	34.5,	-1;
BERGERON_MARC-ANDRE,	60,	903:58,	13,	21,	6,	123,	188,	272,	22.8,	36.8,	3.78,	2.06,	11.09,	92.84,	2.22,	2.68,	45.2,	2.56,	2.69,	49.5,	23.4,	27.0,	-1;
BIEKSA_KEVIN,	55,	1198:47,	3,	19,	7,	95,	159,	228,	5.4,	33.9,	2.80,	3.10,	8.79,	89.46,	3.43,	2.39,	58.9,	2.75,	2.67,	37.1,	33.3,	29.6,	-1;
BLAKE_ROB,	70,	1493:26,	7,	23,	6,	182,	244,	342,	10.3,	33.8,	2.73,	2.37,	8.19,	92.98,	3.42,	2.52,	57.6,	2.86,	2.63,	29.3,	37.8,	32.9,	-1;
BOGOSIAN_ZACH,	81,	1734:12,	10,	13,	3,	155,	237,	339,	14.9,	19.4,	2.32,	3.32,	7.91,	90.60,	3.06,	2.71,	53.0,	2.76,	2.66,	29.4,	37.8,	32.8,	-1;
BOUILLON_FRANCIS,	81,	1563:32,	3,	8,	6,	86,	128,	204,	6.0,	16.0,	1.92,	2.00,	6.98,	93.39,	2.83,	2.77,	50.6,	2.72,	2.63,	30.8,	33.2,	36.1,	-1;
BOUWMEESTER_JAY,	82,	2125:27,	3,	26,	16,	130,	204,	295,	4.0,	34.7,	2.12,	2.57,	8.38,	91.34,	2.67,	2.40,	52.7,	2.84,	2.67,	31.6,	39.1,	29.3,	-1;
BOYCHUK_JOHNNY,	51,	900:33,	5,	10,	3,	96,	144,	202,	12.5,	25.0,	2.67,	2.00,	8.25,	91.96,	2.17,	2.30,	48.6,	2.71,	2.67,	33.7,	31.9,	34.4,	-1;
BOYLE_DAN,	76,	1992:16,	15,	43,	24,	180,	263,	409,	11.8,	33.9,	3.83,	2.59,	10.79,	90.72,	2.67,	2.46,	52.0,	2.79,	2.64,	39.3,	29.4,	31.3,	-1;
BOYNTON_NICK,	49,	815:15,	1,	7,	3,	50,	73,	112,	3.2,	22.6,	2.28,	2.13,	8.03,	92.93,	2.96,	2.86,	50.9,	2.73,	2.58,	31.9,	33.9,	34.2,	-1;
BREWER_ERIC,	59,	1265:15,	8,	7,	3,	84,	125,	184,	20.5,	17.9,	1.85,	2.89,	7.07,	91.22,	2.99,	2.43,	55.2,	2.79,	2.62,	31.5,	35.8,	32.7,	-1;
BROOKBANK_SHELDON,	66,	987:24,	0,	9,	8,	60,	83,	120,	0.0,	22.5,	2.43,	2.31,	9.07,	93.17,	2.60,	2.88,	47.4,	2.62,	2.64,	30.6,	30.0,	39.4,	-1;
BUTLER_CHRIS,	59,	1179:58,	1,	20,	8,	61,	97,	161,	1.8,	36.4,	2.80,	2.75,	8.86,	91.12,	2.86,	2.17,	56.9,	2.67,	2.67,	37.4,	29.0,	33.6,	-1;
BYFUGLIEN_DUSTIN,	82,	1346:28,	17,	17,	7,	211,	290,	350,	26.2,	26.2,	2.90,	2.00,	8.15,	90.96,	3.18,	2.51,	55.9,	2.65,	2.64,	45.0,	22.7,	32.3,	-1;
CAMPBELL_BRIAN,	68,	1578:36,	7,	31,	11,	131,	176,	267,	7.9,	34.8,	3.38,	1.90,	9.39,	90.65,	2.95,	2.60,	53.1,	2.61,	2.64,	41.9,	22.4,	35.7,	-1;
CAMPOLI_CHRIS,	67,	1195:56,	4,	14,	5,	71,	99,	148,	9.1,	31.8,	2.21,	2.26,	7.73,	90.32,	2.77,	2.81,	49.6,	2.53,	2.68,	38.9,	25.9,	35.2,	-1;
CARKNER_MATT,	81,	1369:48,	2,	9,	4,	87,	115,	162,	4.0,	18.0,	2.19,	3.02,	8.16,	89.78,	2.66,	2.67,	49.9,	2.63,	2.63,	29.6,	33.1,	37.3,	-1;
CARLE_MATT,	83,	1914:24,	6,	29,	16,	139,	191,	281,	5.8,	27.9,	3.26,	2.01,	10.14,	92.11,	2.62,	2.96,	46.9,	2.80,	2.62,	33.0,	29.5,	37.5,	-1;
CARLSON_JOHN,	22,	335:25,	1,	5,	0,	21,	39,	60,	4.5,	22.7,	3.94,	1.97,	12.22,	93.12,	3.60,	2.74,	56.7,	2.65,	2.68,	27.9,	33.2,	38.9,	-1;
CARSON_BRETT,	54,	937:59,	2,	10,	3,	42,	66,	108,	4.3,	21.7,	2.94,	2.88,	10.77,	90.89,	2.72,	2.93,	48.2,	2.72,	2.61,	33.0,	29.7,	37.3,	-1;
CHARA_ZDENO,	80,	2029:49,	7,	37,	24,	242,	313,	460,	7.5,	39.8,	2.75,	2.13,	7.96,	92.43,	2.35,	2.26,	51.0,	2.89,	2.64,	33.9,	34.6,	31.5,	-1;
CHELIOS_CHRIS,	7,	78:13,	0,	0,	0,	5,	8,	12,	0.0,	0.0,	0.00,	2.30,	0.00,	92.50,	2.74,	2.76,	49.9,	2.61,	2.51,	26.2,	33.8,	40.0,	-1;
CHORNEY_TAYLOR,	42,	730:27,	0,	3,	2,	35,	49,	73,	0.0,	17.6,	1.40,	3.45,	6.23,	91.27,	2.70,	3.23,	45.6,	2.73,	2.60,	23.4,	42.0,	34.7,	-1;
