ABDELKADER_JUSTIN,	48,	710:57,	10,	4,	2,	96,	125,	147,	43.5,	17.4,	1.94,	2.02,	6.65,	91.75,	3.12,	2.29,	57.7,	2.62,	2.48,	33.8,	31.4,	34.7,	-1;
ADAMS_CRAIG,	48,	535:46,	3,	6,	3,	46,	58,	71,	25.0,	50.0,	1.34,	3.14,	6.86,	90.38,	2.80,	2.59,	52.0,	2.62,	2.60,	18.8,	49.5,	31.8,	-1;
ALFREDSSON_DANIEL,	47,	909:15,	10,	16,	9,	101,	143,	202,	23.3,	37.2,	2.84,	1.98,	7.89,	92.97,	2.15,	2.15,	50.0,	2.79,	2.66,	41.3,	27.3,	31.4,	-1;
ANDERSSON_JOAKIM,	38,	459:15,	3,	5,	4,	43,	57,	68,	18.8,	31.2,	2.09,	2.09,	7.21,	91.92,	2.14,	2.14,	50.1,	2.41,	2.43,	35.2,	35.7,	29.1,	-1;
ANISIMOV_ARTEM,	35,	574:18,	11,	7,	4,	68,	91,	126,	50.0,	31.8,	2.30,	3.03,	8.59,	89.30,	2.37,	2.18,	52.1,	2.63,	2.53,	30.5,	34.2,	35.3,	-1;
ANTROPOV_NIK,	40,	638:16,	6,	12,	8,	56,	71,	97,	20.0,	40.0,	2.82,	2.35,	9.80,	92.09,	2.41,	2.89,	45.5,	2.75,	2.59,	37.8,	26.6,	35.7,	-1;
ARMSTRONG_COLBY,	37,	412:11,	2,	3,	2,	33,	45,	54,	20.0,	30.0,	1.46,	2.33,	7.58,	92.49,	2.57,	2.73,	48.5,	2.67,	2.61,	18.6,	44.6,	36.8,	-1;
ASHAM_ARRON,	27,	179:05,	2,	0,	0,	14,	17,	24,	50.0,	0.0,	1.34,	0.67,	6.90,	97.33,	1.90,	2.27,	45.5,	2.53,	2.67,	27.8,	36.4,	35.8,	-1;
ATKINSON_CAM,	35,	545:31,	9,	9,	7,	91,	124,	142,	36.0,	36.0,	2.75,	1.87,	9.29,	92.31,	2.28,	2.57,	47.1,	2.61,	2.48,	36.4,	26.0,	37.6,	-1;
AUCOIN_KEITH,	41,	512:12,	6,	6,	4,	50,	68,	92,	25.0,	25.0,	2.81,	2.34,	8.42,	91.30,	2.63,	2.97,	46.9,	2.59,	2.58,	31.6,	30.7,	37.7,	-1;
BACKES_DAVID,	48,	941:20,	6,	22,	13,	100,	139,	167,	14.6,	53.7,	2.61,	2.10,	9.30,	90.76,	2.59,	2.74,	48.6,	2.71,	2.45,	30.2,	38.1,	31.7,	-1;
BACKLUND_MIKAEL,	32,	483:59,	8,	8,	3,	87,	115,	144,	34.8,	34.8,	2.85,	2.60,	9.27,	90.05,	2.62,	3.27,	44.5,	2.57,	2.40,	33.0,	34.9,	32.1,	-1;
BACKSTROM_NICKLAS,	48,	955:14,	8,	40,	17,	82,	118,	156,	11.4,	57.1,	4.40,	2.76,	14.06,	90.50,	2.64,	2.68,	49.6,	2.75,	2.65,	39.8,	31.1,	29.1,	-1;
BAERTSCHI_SVEN,	20,	267:58,	3,	7,	4,	28,	36,	44,	21.4,	50.0,	3.13,	2.46,	9.52,	91.79,	2.53,	3.15,	44.5,	2.46,	2.48,	33.7,	29.8,	36.5,	-1;
BAILEY_JOSH,	38,	622:24,	11,	8,	5,	76,	98,	126,	42.3,	30.8,	2.51,	1.83,	8.47,	92.99,	2.63,	3.40,	43.7,	2.82,	2.64,	30.7,	31.6,	37.6,	-1;
