ANDERSEN_FREDERIK       28     1569:26     3.59     2.29     61.0    92.34     2.60     2.57 -1
ANDERSON_CRAIG       53     2998:30     2.84     3.00     48.6    91.07     2.63     2.58 -1
BACKSTROM_NIKLAS       21     1094:05     2.36     2.96     44.3    90.09     2.75     2.48 -1
BERNIER_JONATHAN       55     3078:34     2.94     2.69     52.2    92.27     2.66     2.54 -1
BERRA_RETO       31     1720:14     1.85     3.07     37.6    89.27     2.73     2.59 -1
BISHOP_BEN       63     3586:21     2.84     2.23     56.1    92.44     2.66     2.59 -1
BOBROVSKY_SERGEI       58     3299:26     2.80     2.38     54.0    92.28     2.62     2.58 -1
BRODEUR_MARTIN       39     2296:45     2.72     2.51     52.0    90.10     2.72     2.57 -1
BRYZGALOV_ILYA       32     1814:01     2.55     2.68     48.7    90.91     2.67     2.46 -1
BUDAJ_PETER       24     1338:17     2.06     2.51     45.1    90.89     2.78     2.52 -1
CLEMMENSEN_SCOTT       17      914:11     2.43     3.08     44.0    89.65     2.73     2.57 -1
CRAWFORD_COREY       59     3390:01     2.85     2.25     55.9    91.70     2.68     2.52 -1
DUBNYK_DEVAN       34     1801:37     2.93     3.43     46.1    89.10     2.69     2.63 -1
ELLIOTT_BRIAN       31     1624:19     3.07     1.96     61.0    92.22     2.67     2.60 -1
ELLIS_DAN       20     1027:19     2.45     3.62     40.4    87.91     2.83     2.46 -1
EMERY_RAY       28     1398:25     1.93     2.96     39.5    90.30     2.67     2.48 -1
ENROTH_JHONAS       28     1569:14     1.80     2.79     39.2    91.23     2.71     2.55 -1
FASTH_VIKTOR       12      700:51     2.23     2.74     44.8    90.56     2.78     2.51 -1
FLEURY_MARC-ANDRE       64     3787:25     2.63     2.38     52.5    91.53     2.66     2.54 -1
GIBSON_JOHN        3      181:07     3.64     1.32     73.3    95.40     2.74     2.44 -1
GIGUERE_JEAN-SEBASTIEN       22     1211:51     2.87     2.62     52.2    91.27     2.65     2.49 -1
GREISS_THOMAS       25     1311:20     2.20     2.29     49.0    91.99     2.60     2.55 -1
GRUBAUER_PHILIPP       17      883:23     2.51     2.38     51.4    92.54     2.56     2.56 -1
GUSTAVSSON_JONAS       27     1550:40     3.13     2.63     54.4    90.74     2.68     2.57 -1
HACKETT_MATT        8      426:06     1.69     3.10     35.3    90.80     2.73     2.48 -1
HALAK_JAROSLAV       52     2933:49     2.80     2.25     55.5    92.04     2.67     2.50 -1
HARDING_JOSH       29     1657:43     2.21     1.63     57.6    93.43     2.66     2.65 -1
HILLER_JONAS       50     2908:48     3.01     2.48     54.9    91.09     2.64     2.53 -1
HOLTBY_BRADEN       48     2656:20     2.80     2.85     49.6    91.46     2.66     2.56 -1
HOWARD_JIMMY       51     3003:48     2.44     2.64     48.0    91.08     2.62     2.58 -1
HUTCHINSON_MICHAEL        3      183:02     1.97     1.64     54.5    94.32     2.63     2.35 -1
HUTTON_CARTER       40     2085:17     2.76     2.62     51.3    90.95     2.62     2.49 -1
JOHNSON_CHAD       27     1510:49     3.50     2.10     62.4    92.51     2.49     2.68 -1
JONES_MARTIN       19     1094:40     2.63     1.81     59.3    93.40     2.84     2.59 -1
KHUDOBIN_ANTON       36     2084:13     2.65     2.30     53.5    92.56     2.65     2.63 -1
KUEMPER_DARCY       26     1480:14     2.11     2.39     46.9    91.58     2.68     2.57 -1
LABARBERA_JASON        7      348:19     2.58     3.27     44.1    86.99     2.64     2.43 -1
LACK_EDDIE       41     2318:52     2.02     2.41     45.6    91.16     2.71     2.53 -1
LEHNER_ROBIN       36     1942:10     2.44     3.06     44.4    91.32     2.63     2.48 -1
LEHTONEN_KARI       65     3803:59     2.76     2.41     53.3    91.89     2.66     2.55 -1
LIEUWEN_NATHAN        7      363:22     0.99     2.97     25.0    90.58     2.51     2.53 -1
LINDBACK_ANDERS       23     1302:19     2.44     2.86     46.1    89.27     2.74     2.59 -1
LUNDQVIST_HENRIK       63     3650:18     2.55     2.30     52.5    92.25     2.65     2.54 -1
LUONGO_ROBERTO       56     3222:20     2.46     2.40     50.6    91.87     2.65     2.55 -1
MACDONALD_JOEY       11      598:45     2.71     2.91     48.2    89.02     2.60     2.56 -1
MARKSTROM_JACOB       16      808:21     2.15     3.41     38.7    87.22     2.58     2.64 -1
MASON_STEVE       61     3485:33     3.03     2.50     54.8    91.71     2.64     2.61 -1
MAZANEC_MAREK       25     1369:32     2.32     2.80     45.3    90.15     2.70     2.55 -1
MCELHINNEY_CURTIS       28     1423:09     2.44     2.70     47.5    90.90     2.69     2.51 -1
MCKENNA_MIKE        4      219:00     2.74     3.01     47.6    90.35     2.70     2.44 -1
MILLER_RYAN       59     3495:17     1.99     2.64     43.0    91.82     2.72     2.59 -1
MONTOYA_AL       28     1540:54     2.77     2.30     54.6    91.98     2.76     2.53 -1
MRAZEK_PETR        9      448:38     1.34     1.74     43.5    92.70     2.65     2.59 -1
NABOKOV_EVGENI       40     2249:14     2.59     2.75     48.5    90.50     2.63     2.55 -1
NEUVIRTH_MICHAL       15      884:00     2.10     2.78     43.1    92.04     2.59     2.70 -1
NIEMI_ANTTI       64     3740:17     2.87     2.37     54.7    91.32     2.64     2.52 -1
NILSSON_ANDERS       19     1096:10     2.13     3.12     40.6    89.54     2.57     2.60 -1
ORTIO_JONI        9      500:55     3.11     2.52     55.3    89.12     2.50     2.53 -1
PAVELEC_ONDREJ       57     3247:58     2.55     2.99     46.0    90.14     2.67     2.55 -1
PETERS_JUSTIN       21     1225:20     1.91     2.50     43.3    91.85     2.73     2.51 -1
POULIN_KEVIN       28     1625:19     2.69     3.29     45.1    89.15     2.71     2.47 -1
PRICE_CAREY       59     3464:22     2.63     2.30     53.3    92.72     2.63     2.62 -1
QUICK_JONATHAN       49     2894:45     2.38     2.05     53.7    91.60     2.64     2.59 -1
RAANTA_ANTTI       25     1396:40     3.52     2.71     56.5    89.66     2.62     2.53 -1
RAMO_KARRI       40     2193:46     2.57     2.65     49.2    91.10     2.65     2.45 -1
RASK_TUUKKA       58     3386:27     2.87     2.02     58.7    93.04     2.69     2.56 -1
REIMER_JAMES       36     1784:39     2.08     3.29     38.8    91.04     2.60     2.56 -1
RINNE_PEKKA       24     1366:49     2.33     2.77     45.7    90.22     2.72     2.53 -1
SCHNEIDER_CORY       45     2679:54     1.90     1.95     49.4    92.13     2.60     2.61 -1
SCRIVENS_BEN       40     2209:07     2.01     2.55     44.0    92.20     2.64     2.48 -1
SMITH_MIKE       62     3609:52     2.59     2.64     49.5    91.50     2.67     2.56 -1
STALOCK_ALEX       24     1251:43     2.49     1.87     57.1    93.17     2.67     2.64 -1
TALBOT_CAM       21     1210:40     2.63     1.59     62.4    94.28     2.68     2.69 -1
THOMAS_TIM       48     2652:29     2.29     2.87     44.3    90.82     2.66     2.54 -1
VARLAMOV_SEMYON       63     3639:46     2.90     2.41     54.7    92.74     2.68     2.54 -1
WARD_CAM       30     1645:15     2.59     3.03     46.1    89.91     2.67     2.51 -1
ZATKOFF_JEFF       20     1171:22     3.59     2.61     57.9    91.24     2.62     2.64 -1
