ADAMS_CRAIG       45      391:03      2      5      4     47     67     81     25.0     62.5     1.23     2.00     4.08    92.53     2.78     2.75     50.3     2.65     2.69   36.1   31.0   32.9 -1
AFINOGENOV_MAXIM       48      605:08      6     14      6     93    129    172     19.4     45.2     3.07     2.58     8.91    90.41     2.67     2.64     50.3     2.71     2.75   41.2   26.1   32.7 -1
ALFREDSSON_DANIEL       79     1649:16     24     50     28    204    267    350     23.5     49.0     3.71     2.69    10.92    89.92     2.16     2.88     42.9     2.94     2.74   39.9   27.6   32.6 -1
ANTROPOV_NIK       81     1392:26     28     31     23    224    309    379     34.6     38.3     3.49     3.40     9.84    87.01     3.01     3.22     48.3     2.87     2.70   40.6   22.8   36.6 -1
ARMSTRONG_COLBY       82     1242:48     22     18      9    141    178    212     36.1     29.5     2.94     2.65    10.34    90.80     2.95     3.45     46.1     2.88     2.70   29.2   35.8   35.0 -1
ARMSTRONG_DEREK       56      475:07      5      4      2     42     54     65     45.5     36.4     1.39     2.65     5.82    90.19     2.04     2.42     45.7     2.65     2.65   34.4   23.2   42.5 -1
ARNASON_TYLER       71      944:23      5     17     13    108    149    192     15.2     51.5     2.10     2.92     6.99    89.35     2.35     2.93     44.5     2.81     2.67   34.8   26.3   38.9 -1
ARNOTT_JASON       65     1229:17     33     24     14    196    268    328     38.8     28.2     4.15     2.64    11.58    90.36     2.33     2.67     46.7     2.76     2.74   45.4   24.5   30.1 -1
ARTYUKHIN_EVGENY       73      778:57      6     10      5    100    134    159     20.7     34.5     2.23     1.93     8.26    93.61     2.30     3.30     41.1     2.75     2.69   30.2   26.1   43.7 -1
ASHAM_ARRON       78      682:18      8     12      7     74     89    110     26.7     40.0     2.64     2.73     9.29    90.77     2.60     2.69     49.2     2.59     2.67   30.0   25.2   44.7 -1
AUCOIN_KEITH       12      123:49      2      4      0     15     17     22     25.0     50.0     3.88     0.97    11.43    95.83     2.79     2.81     49.8     2.67     2.97   37.3   21.8   40.9 -1
AVERY_SEAN       41      645:49      8     14      8     99    136    182     22.9     40.0     3.25     2.04     9.11    91.67     2.69     2.80     49.0     2.84     2.63   41.5   20.7   37.8 -1
AXELSSON_PJ       75     1217:28      6     24     13     86    123    163     12.2     49.0     2.42     2.46     9.14    92.14     3.64     2.25     61.8     2.94     2.74   30.3   37.7   31.9 -1
BACKES_DAVID       82     1450:32     31     23     11    208    277    325     40.8     30.3     3.14     3.10    10.43    87.86     2.66     2.46     52.0     2.86     2.65   31.3   32.6   36.1 -1
BACKSTROM_NICKLAS       82     1635:23     22     66     41    174    241    312     16.1     48.2     5.03     2.20    12.24    91.67     3.08     3.24     48.8     2.77     2.77   48.4   21.2   30.3 -1
BAILEY_JOSH       68     1052:46      7     18     13     74    108    131     13.2     34.0     3.02     2.51    10.13    91.08     2.32     3.32     41.1     2.84     2.71   45.0   22.9   32.1 -1
BARCH_KRYSTOFER       72      464:46      4      5      2     27     35     41     22.2     27.8     2.32     2.19    10.34    91.24     2.40     3.07     43.9     2.61     2.66   33.4   23.8   42.7 -1
BASS_CODY       12       68:11      0      0      0      5      8      9      0.0      0.0     0.88     3.52     4.00    87.10     2.41     2.65     47.7     2.52     2.86   41.1   23.2   35.7 -1
BAYDA_RYAN       70      731:36      5      7      2     62    100    121     29.4     41.2     1.39     2.21     5.69    93.63     2.66     2.88     48.0     2.88     2.75   29.7   36.2   34.2 -1
BEGIN_STEVE       62      664:34      7      5      3     90    117    147     41.2     29.4     1.53     3.25     6.30    90.37     2.49     2.86     46.5     2.79     2.65   26.4   36.9   36.7 -1
BELAK_WADE       53      278:20      0      2      2     19     27     31      0.0     28.6     1.51     1.73     5.98    93.55     2.24     2.71     45.2     2.53     2.73   38.6   28.2   33.2 -1
BELANGER_ERIC       79     1409:15     13     23     13    147    210    259     23.2     41.1     2.38     2.38     9.54    92.31     2.62     2.33     53.0     2.91     2.68   25.6   41.3   33.1 -1
BERGENHEIM_SEAN       59      840:38     15      9      5    151    189    243     50.0     30.0     2.14     3.07     6.91    90.91     2.59     3.28     44.2     2.94     2.69   26.5   37.8   35.8 -1
