HUET_CRISTOBAL       48     2730:00     3.08     2.48     55.3    89.55     2.73     2.62 -1
JOHNSON_BRENT       23     1108:08     2.92     2.76     51.4    90.56     2.74     2.64 -1
JOHNSON_CHAD        5      280:43     1.50     2.35     38.9    91.85     2.72     2.61 -1
KHABIBULIN_NIKOLAI       18     1089:07     2.64     3.03     46.6    90.85     2.64     2.63 -1
KIPRUSOFF_MIIKKA       73     4235:20     2.37     2.31     50.6    91.99     2.81     2.65 -1
LABARBERA_JASON       17      927:53     2.07     2.13     49.2    92.81     2.80     2.64 -1
LALIME_PATRICK       16      835:29     2.15     2.80     43.5    90.78     2.81     2.68 -1
LECLAIRE_PASCAL       34     1744:48     2.61     3.16     45.2    88.79     2.72     2.70 -1
LEGACE_MANNY       28     1467:02     2.78     2.82     49.6    90.68     2.83     2.68 -1
LEHTONEN_KARI       12      642:58     3.36     2.89     53.7    90.69     2.71     2.65 -1
LEIGHTON_MICHAEL       34     1759:24     3.07     2.80     52.3    90.72     2.68     2.65 -1
LUNDQVIST_HENRIK       73     4183:49     2.73     2.40     53.2    92.04     2.77     2.65 -1
LUONGO_ROBERTO       68     3859:42     3.27     2.56     56.0    91.32     2.73     2.62 -1
MACDONALD_JOEY        6      318:49     1.88     3.20     37.0    89.17     2.65     2.59 -1
MASON_CHRIS       61     3492:09     2.68     2.54     51.3    91.27     2.76     2.66 -1
MASON_STEVE       58     3200:14     2.64     3.06     46.4    90.13     2.81     2.57 -1
MCELHINNEY_CURTIS       20     1018:52     2.77     3.00     48.0    90.19     2.75     2.80 -1
MILLER_RYAN       69     4032:20     2.78     2.23     55.5    92.82     2.75     2.64 -1
NABOKOV_EVGENI       71     4174:08     2.99     2.44     55.0    92.13     2.81     2.63 -1
NEUVIRTH_MICHAL       17      872:13     3.85     2.61     59.6    91.77     2.65     2.65 -1
NIEMI_ANTTI       39     2185:55     3.24     2.22     59.3    91.30     2.73     2.60 -1
NIITTYMAKI_ANTERO       49     2657:11     2.35     2.87     45.0    90.83     2.83     2.66 -1
OSGOOD_CHRIS       23     1252:02     2.06     3.02     40.6    88.77     2.79     2.55 -1
PAVELEC_ONDREJ       42     2312:35     2.91     3.29     46.9    90.57     2.83     2.68 -1
PETERS_JUSTIN        9      488:00     2.95     2.83     51.1    90.46     2.82     2.58 -1
PRICE_CAREY       41     2333:34     2.24     2.75     44.9    91.29     2.85     2.64 -1
QUICK_JONATHAN       72     4218:27     2.67     2.55     51.2    90.62     2.75     2.62 -1
RASK_TUUKKA       45     2557:11     2.49     1.97     55.8    93.10     2.76     2.67 -1
RAYCROFT_ANDREW       21      962:05     3.24     2.43     57.1    91.08     2.77     2.69 -1
RINNE_PEKKA       58     3245:41     2.53     2.53     50.0    91.11     2.76     2.65 -1
ROLOSON_DWAYNE       50     2877:18     2.79     2.92     48.9    90.93     2.80     2.66 -1
SMITH_MIKE       41     2207:33     2.75     3.10     47.0    89.90     2.78     2.63 -1
THEODORE_JOSE       47     2585:37     3.85     2.81     57.8    91.04     2.71     2.61 -1
THOMAS_TIM       43     2441:52     2.11     2.56     45.3    91.48     2.80     2.67 -1
TOSKALA_VESA       32     1604:57     2.77     3.48     44.3    87.97     2.90     2.62 -1
TURCO_MARTY       52     3017:51     2.50     2.72     47.9    91.32     2.78     2.61 -1
VALIQUETTE_STEVE        6      304:49     2.76     3.74     42.4    85.16     2.81     2.70 -1
VARLAMOV_SEMYON       26     1527:26     3.30     2.55     56.4    90.93     2.67     2.74 -1
VOKOUN_TOMAS       63     3695:01     2.32     2.55     47.7    92.46     2.81     2.68 -1
WARD_CAM       47     2650:59     2.62     2.69     49.4    91.55     2.72     2.63 -1
